Variant	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample09	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17
ASV1151	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV1163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV1166	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1167	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1168	0	0	3	3	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV1169	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV1171	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV1172	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV1173	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV1174	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV1175	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0
ASV1176	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0
ASV1177	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV1178	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV1179	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV1181	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV1182	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV1183	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV1192	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1193	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV1194	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1195	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1196	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1197	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1198	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV1199	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1200	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0
ASV1201	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV1202	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0
ASV1203	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV1204	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0
ASV1205	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV1206	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0
ASV1207	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV1208	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0
ASV1209	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV1210	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV1211	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0
ASV1212	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0
ASV1213	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV1214	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
ASV1215	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV1216	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6
ASV1217	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV1218	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV1219	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ASV1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV1225	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1226	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1227	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1228	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV1229	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV1230	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV1231	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV1232	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV1233	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV1234	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV1235	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV1236	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV1237	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
ASV1239	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0
ASV1240	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV1241	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV1242	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV1243	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV1244	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0
ASV1245	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV1246	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0
ASV1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
ASV1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV1265	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV1266	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1267	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1268	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1270	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1271	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1272	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV1273	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV1274	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0
ASV1275	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV1276	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0
ASV1277	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV1278	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV1279	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0
ASV1280	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0
ASV1281	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV1282	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV1283	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV1284	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV1285	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV1286	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV1287	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6
ASV1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
ASV1300	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1301	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1302	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1303	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1304	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1305	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1306	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV1307	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV1308	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0
ASV1309	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0
ASV1310	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV1311	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV1312	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV1313	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV1314	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV1315	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV1316	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV1317	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV1318	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV1319	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV1320	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV1321	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV1322	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0
ASV1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV1341	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1342	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1343	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1345	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV1346	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV1347	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV1348	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV1349	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
ASV1350	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV1351	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV1352	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV1353	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV1354	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV1355	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV1356	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV1357	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV1358	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV1359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV1363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV1367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV1369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV1371	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1372	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1373	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1374	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1376	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV1377	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV1378	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV1379	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV1380	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV1381	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV1382	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV1383	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV1384	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV1385	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV1386	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV1387	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV1388	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0
ASV1389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
ASV1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV1415	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV1416	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1417	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1418	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1419	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ASV1420	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV1422	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV1423	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV1424	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV1425	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV1426	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV1427	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV1428	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV1429	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV1431	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV1432	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV1433	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV1434	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV1435	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV1436	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV1437	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV1438	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV1439	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV1440	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV1448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV1458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV1461	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1462	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1463	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1464	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1465	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ASV1466	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1467	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1468	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1469	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1470	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1472	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1473	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1474	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1475	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1476	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1477	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV1478	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV1480	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV1481	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV1482	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV1483	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV1484	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV1485	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV1486	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV1487	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV1488	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV1489	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV1490	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV1491	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV1498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV1501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV1510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV1511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV1512	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1513	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1514	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1515	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1516	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1517	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV1518	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ASV1519	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1520	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1522	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1523	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1524	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1525	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1526	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1527	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1528	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1529	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV1530	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV1532	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV1537	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
